CD_CLIENTE,CD_UNIDADE,CD_FAZENDA,CD_TALHAO,CD_ZONA,CULTURA,DATA_PLANTIO,DATA_COLHEITA,DELTA_TEMPO,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local,el_nino
1019,281,17,5,1,soja,20231101,20240315,135,6,6vx3,6vx3j,6vx3je,1
221,1,3,31,16,soja,20231026,20240224,121,6,6u02,6u02y,6u02y0,1
481,1,1,6,1,soja,20241023,20250224,124,6,6uf5,6uf51,6uf51m,0
24,1,1001,17,1,soja,20251101,20260309,128,6,6uge,6uge5,6uge59,0
10,1,1,1,4,soja,20201016,20210201,108,6,6tqm,6tqmx,6tqmxg,-1
320,1,1,29,1,soja,20241028,20250405,159,7,7h0w,7h0wk,7h0wkp,0
256,1,1,18,1,soja,20211116,20220301,105,6,6vcm,6vcmv,6vcmv3,-1
52,1,114,5678,2,soja,20211105,20220322,137,6,6ucz,6uczj,6uczjk,-1
52,1,86,849,1,soja,20201127,20210327,120,6,6v1b,6v1bv,6v1bvf,-1
360,1,871802,86,168302,soja,20241019,20250221,125,6,6y21,6y21b,6y21bp,0
209,1,6,21,6,soja,20231015,20240209,117,6,6uu4,6uu4t,6uu4tp,1
324,1,1,26,1,soja,20241121,20250315,114,6,6urm,6urmx,6urmxw,0
444,1,1,8,17,soja,20231226,20240516,142,6,6f4x,6f4xs,6f4xsm,1
279,1,1,1,4,soja,20221112,20230403,142,6,6vnk,6vnkd,6vnkdn,-1
315,61,3,13,11,soja,20231025,20240220,118,6,6vfr,6vfrx,6vfrxq,1
52,1,121,5770,2,soja,20211113,20220419,157,6,6ucz,6ucz5,6ucz53,-1
335,1,1,2,1,soja,20231029,20240221,115,6,6tyw,6tyww,6tyww2,1
299,1,7,15,1,soja,20221005,20230117,104,6,6y0r,6y0ry,6y0ryu,-1
359,1,1,39,1,soja,20221204,20230413,130,7,7n8h,7n8h3,7n8h3r,0
392,61,20,50,4,soja,20251005,20260219,137,6,6gsm,6gsm5,6gsm5j,0
221,41,25,89,25,soja,20231107,20240303,117,6,6u07,6u07m,6u07mh,1
39,1,14,1463,4,soja,20211203,20220511,159,6,6dxh,6dxhs,6dxhst,-1
52,1,51,480,4,soja,20201117,20210401,135,6,6ucz,6ucz0,6ucz0u,-1
42,103,59,50,1,soja,20260122,20260418,86,6,6yrm,6yrmu,6yrmur,0
1019,241,2,73,1,soja,20231002,20240126,116,6,6vn5,6vn5s,6vn5sb,1
1019,141,8,33,1,soja,20231019,20240216,120,6,6yqx,6yqxz,6yqxz2,1
15,1,1,2,7,soja,20211114,20220331,137,6,6vx7,6vx7h,6vx7hs,-1
1019,241,2,212,3,soja,20231116,20240301,106,6,6vnu,6vnu7,6vnu7j,1
278,1,18,13,2,soja,20221219,20230413,115,6,6y7s,6y7sz,6y7szf,0
182,161,7283,3,1,soja,20251115,20260307,112,6,6vxk,6vxkh,6vxkh1,0
350,1,35,4,120,soja,20221125,20230411,137,6,6vxn,6vxnx,6vxnxf,-1
52,1,15,424,2,soja,20201203,20210324,111,6,6ucz,6ucz8,6ucz8h,-1
329,1,1,1049,1,soja,20231129,20240326,118,6,6ytj,6ytjb,6ytjbn,1
42,103,59,8,1,soja,20251106,20260325,139,6,6yrq,6yrqx,6yrqx9,0
232,1,2,4,3,soja,20210926,20220111,107,6,6vbj,6vbjg,6vbjgb,0
15,1,1,11,1,soja,20201024,20210312,139,6,6vx7,6vx70,6vx706,-1
52,1,107,4529,1,soja,20211222,20220408,107,6,6v19,6v19z,6v19zy,-1
30,41,2,22,1,soja,20201223,20210404,102,6,6yx8,6yx8e,6yx8ek,-1
232,1,3,6,3,soja,20211005,20220225,143,6,6tzz,6tzzh,6tzzh9,-1
1019,381,93,128,1,soja,20231116,20240320,125,6,6vxs,6vxs3,6vxs3p,1
350,1,39,2,401,soja,20251127,20260423,147,6,6vxm,6vxmu,6vxmud,0
36,1,1,33,1,soja,20211020,20220223,126,6,6v85,6v85g,6v85gr,-1
238,61,1,133,2,soja,20211115,20220321,126,6,6trt,6trt8,6trt86,-1
1019,181,44,43,2,soja,20241020,20250218,121,6,6vfg,6vfg8,6vfg8k,0
10,1,1,278,1,soja,20241101,20250323,142,6,6tqt,6tqtc,6tqtcu,0
127,1,1,52,3,soja,20201103,20210311,128,6,6vq8,6vq8w,6vq8wv,-1
10,1,1,557,1,soja,20231005,20240203,121,6,6tqt,6tqt9,6tqt9r,1
327,1,402,31,1,soja,20221009,20230130,113,6,6vrw,6vrw6,6vrw68,-1
27,1,1,2,4,soja,20211118,20220401,134,6,6vzt,6vztt,6vztt9,-1
458,1,1,1,1,soja,20241018,20250216,121,6,6ugk,6ugkt,6ugktm,0
1019,181,44,51,1,soja,20231029,20240227,121,6,6vfe,6vfey,6vfeyb,1
403,1,4,1,1,soja,20240527,20240927,123,6,6yhe,6yhe3,6yhe33,0
1019,301,10,21,1,soja,20231119,20240401,134,6,6vx5,6vx5q,6vx5qk,1
426,1,1,8,1,soja,20231202,20240317,106,7,7n85,7n854,7n854p,1
1019,221,39,223,1,soja,20241020,20250215,118,6,6tzw,6tzwx,6tzwxe,0
232,1,1,1,2,soja,20211003,20220119,108,6,6vbt,6vbtm,6vbtmg,-1
1019,241,2,207,3,soja,20231116,20240327,132,6,6vjf,6vjfj,6vjfj4,1
42,1,1102,154,1,soja,20231107,20240407,152,6,6yxb,6yxb4,6yxb4b,1
221,61,20,253,4,soja,20231215,20240416,123,6,6v0c,6v0cn,6v0cnn,1
221,61,20,253,4,soja,20231215,20240416,123,6,6v0c,6v0cn,6v0cnn,1
286,1,1,2,1,soja,20221001,20230201,123,6,6ttg,6ttge,6ttge1,-1
282,1,1,140,2,soja,20221020,20230310,141,6,6vn6,6vn6b,6vn6bg,-1
52,1,97,1710,3,soja,20211025,20220301,127,6,6ucx,6ucxj,6ucxj9,-1
52,1,52,3203,4,soja,20201123,20210325,122,6,6ucz,6ucz1,6ucz11,-1
52,1,125,4658,1,soja,20221121,20230418,148,6,6v1f,6v1fn,6v1fn9,-1
425,41,2,10,1,soja,20231015,20240217,125,6,6tmy,6tmyc,6tmyc4,1
390,1,2,1,1,soja,20231121,20240318,118,6,6vj9,6vj9g,6vj9gj,1
15,1,1,1,12,soja,20241109,20250402,144,6,6vx6,6vx69,6vx69k,0
466,1,1,1,1,soja,20241118,20250327,129,7,7n81,7n812,7n8129,0
466,1,1,1,1,soja,20241118,20250327,129,7,7n81,7n812,7n8129,0
52,1,11,39,3,soja,20201123,20210327,124,6,6ucx,6ucxq,6ucxq1,-1
390,1,7,4,1,soja,20231129,20240405,128,6,6uvp,6uvp6,6uvp6y,1
4,2,2,46,4,soja,20241025,20250311,137,6,6vb6,6vb63,6vb63j,0
1019,81,83,206,2,soja,20231026,20240307,133,6,6udt,6udtc,6udtc4,1
52,1,17,86,3,soja,20221101,20230227,118,6,6v18,6v18p,6v18pc,-1
444,1,1,12,17,soja,20231231,20240518,139,6,6f4x,6f4xg,6f4xg8,1
413,1,2,1,9,soja,20230928,20240107,101,6,6vbj,6vbju,6vbju0,1
232,1,2,5,11,soja,20211023,20220214,114,6,6vbj,6vbjd,6vbjd6,-1
127,1,1,51,3,soja,20201102,20210310,128,6,6vq8,6vq8w,6vq8ww,-1
327,1,402,60,1,soja,20221005,20230128,115,6,6vrx,6vrxn,6vrxnk,-1
1019,321,46,109,1,soja,20231102,20240314,133,6,6vxm,6vxms,6vxms9,1
1019,141,8,42,1,soja,20231013,20240123,102,6,6yqx,6yqxn,6yqxn9,1
1019,542,4,201,2,soja,20251108,20260318,130,6,6yrn,6yrn5,6yrn5x,0
1019,542,4,201,2,soja,20251108,20260318,130,6,6yrn,6yrn5,6yrn5x,0
481,1,1,5,2,soja,20241010,20250224,137,6,6uf5,6uf51,6uf519,0
466,1,1,11,1,soja,20241117,20250327,130,7,7n81,7n813,7n813m,0
52,1,62,638,4,soja,20201112,20210321,129,6,6ucz,6ucz6,6ucz6z,-1
466,1,1,17,1,soja,20241203,20250401,119,6,6yxb,6yxby,6yxbyu,0
313,41,1,4,3,soja,20241101,20250307,126,6,6uej,6uejb,6uejbq,0
360,61,572302,1617302,572802,soja,20231024,20240224,123,6,6ucq,6ucqk,6ucqke,1
327,1,402,8,1,soja,20221124,20230406,133,6,6vrw,6vrw5,6vrw5t,-1
232,1,2,4,13,soja,20211025,20220219,117,6,6vbj,6vbjg,6vbjgb,-1
436,83,6,67,1,soja,20251016,20260214,121,6,6vzm,6vzm9,6vzm9j,0
439,1,1,118,1,soja,20251008,20260305,148,7,7h86,7h867,7h867x,0
232,1,2,3,12,soja,20211026,20220225,122,6,6vbj,6vbju,6vbjud,-1
1019,81,83,230,2,soja,20231101,20240217,108,6,6udw,6udw7,6udw74,1
278,1,18,6,14,soja,20241122,20250402,131,6,6y7u,6y7u8,6y7u8e,0
52,1,15,421,2,soja,20201208,20210420,133,6,6ucz,6uczb,6uczb4,-1
52,1,114,5671,4,soja,20201202,20210413,132,6,6ucy,6ucyu,6ucyun,-1
27,1,1,331,5,soja,20231027,20240311,136,6,6vzt,6vzth,6vzthd,1
27,1,1,12,3,soja,20201126,20210421,146,6,6vzt,6vzty,6vztyh,-1
398,1,1,10,10,soja,20231202,20240403,123,6,6vs0,6vs07,6vs075,1
52,1,8,82,3,soja,20201026,20210211,108,6,6v18,6v18n,6v18n5,-1
278,1,18,2,13,soja,20231130,20240311,102,6,6y7s,6y7sr,6y7srv,1
444,1,1,4,22,soja,20241116,20250422,157,6,6f4x,6f4xu,6f4xuv,0
27,1,1,221,5,soja,20221103,20230306,123,6,6vzt,6vztx,6vztxp,-1
327,1,402,26,1,soja,20221027,20230221,117,6,6vrw,6vrw5,6vrw5q,-1
1019,401,77,120,1,soja,20230922,20240109,109,6,6v82,6v827,6v8274,1
393,41,2,10,1,soja,20231101,20240214,105,6,6v2t,6v2tx,6v2txx,1
221,41,25,50,25,soja,20231101,20240226,117,6,6u07,6u07w,6u07wh,1
52,1,50,473,4,soja,20201108,20210327,139,6,6ucz,6ucz9,6ucz98,-1
1019,381,93,139,1,soja,20231003,20240201,121,6,6vxk,6vxkp,6vxkpc,1
1022,1,25,121,121,soja,20220927,20230113,108,6,6vru,6vruu,6vruu1,-1
324,1,1,22,1,soja,20231121,20240314,114,6,6urm,6urmx,6urmxw,1
10,1,1,312,1,soja,20231121,20240309,109,6,6tqt,6tqtc,6tqtc5,1
10,1,1,169,2,soja,20241001,20250113,104,6,6tqm,6tqmm,6tqmm2,0
487,1,3,7,4,soja,20241111,20250319,128,6,6vqn,6vqnw,6vqnwk,0
1019,181,44,30,1,soja,20231009,20240302,145,6,6vfe,6vfer,6vfer6,1
232,1,3,3,6,soja,20211022,20220211,112,6,6tzz,6tzzk,6tzzks,-1
15,1,1,125,1,soja,20201030,20210319,140,6,6vx7,6vx76,6vx76q,-1
350,1,39,2,402,soja,20251117,20260406,140,6,6vxm,6vxmu,6vxmud,0
27,1,1,10,4,soja,20211119,20220328,129,6,6vzt,6vztw,6vztwd,-1
313,1,1,23,7,soja,20251015,20260202,110,6,6ugs,6ugs3,6ugs3w,0
10,1,1,365,1,soja,20231001,20240107,98,6,6tqt,6tqtb,6tqtbk,1
483,1,1,5,1,soja,20241020,20250211,114,6,6twq,6twq4,6twq4m,0
10,121,4,16,1,soja,20211028,20220120,84,6,6ttc,6ttc7,6ttc7b,-1
36,1,1,17,2,soja,20200923,20210123,122,6,6v85,6v85g,6v85gz,0
232,1,2,7,7,soja,20211020,20220206,109,6,6vbn,6vbn6,6vbn60,-1
127,1,4,138,4,soja,20251128,20260420,143,6,6vnz,6vnz0,6vnz0s,0
30,1,1,221,1,soja,20221201,20230328,117,6,6yrn,6yrne,6yrne7,0
52,1,54,601,2,soja,20201019,20210208,112,6,6v1b,6v1b1,6v1b11,-1
278,1,18,15,6,soja,20221201,20230410,130,6,6y7s,6y7sx,6y7sx7,0
278,1,18,15,10,soja,20221015,20230207,115,6,6y7s,6y7sx,6y7sx7,-1
1022,1,5,74,74,soja,20211201,20220404,124,6,6vrs,6vrsh,6vrsh2,-1
42,103,59,18,1,soja,20251129,20260416,138,6,6yrq,6yrqr,6yrqre,0
1019,361,22,104,1,soja,20231203,20240401,120,6,6yps,6ypsn,6ypsnk,1
299,1,5,13,1,soja,20221024,20230218,117,6,6y22,6y22p,6y22p2,-1
10,1,1,1,3,soja,20201020,20210222,125,6,6tqm,6tqmx,6tqmxg,-1
253,1,1,6,8,soja,20221124,20230412,139,6,6yrf,6yrfq,6yrfq4,-1
52,1,17,91,3,soja,20221026,20230224,121,6,6ucx,6ucxz,6ucxzz,-1
1019,361,22,120,1,soja,20231219,20240420,123,6,6yps,6ypsh,6ypshe,1
1019,441,70,242,3,soja,20241105,20250225,112,6,6wpc,6wpcq,6wpcq3,0
232,1,2,2,12,soja,20211026,20220224,121,6,6vbj,6vbju,6vbju3,-1
315,1,1,1,21,soja,20241017,20250208,114,6,6vf8,6vf8n,6vf8ne,0
182,41,29,10,1,soja,20211114,20220320,126,6,6vzp,6vzpb,6vzpb8,-1
1019,261,64,6,1,soja,20241107,20250301,114,6,6yrp,6yrpy,6yrpyf,0
293,1,100,132,1,soja,20221011,20230225,137,6,6u08,6u086,6u086q,-1
278,1,18,7,5,soja,20221208,20230418,131,6,6y7u,6y7u0,6y7u0v,0
323,41,44940,43,1,soja,20220930,20230207,130,6,6udq,6udqk,6udqkb,-1
350,1,35,4,117,soja,20221125,20230405,131,6,6vxn,6vxnx,6vxnxf,-1
444,1,1,5,12,soja,20250125,20250503,98,6,6f4x,6f4xv,6f4xvj,0
42,102,61,12,1,soja,20251126,20260301,95,6,6yrh,6yrh9,6yrh9s,0
51,1,12,3,1,soja,20211020,20220309,140,6,6vzq,6vzq1,6vzq14,-1
1019,381,93,513,5,soja,20231014,20240202,111,6,6vxs,6vxsz,6vxsz6,1
221,41,25,42,25,soja,20231208,20240311,94,6,6u07,6u07t,6u07te,1
10,1,1,563,1,soja,20231017,20240301,136,6,6tqt,6tqtf,6tqtfp,1
238,61,1,122,4,soja,20211113,20220323,130,6,6trt,6trt8,6trt8k,-1
1019,381,93,405,4,soja,20231227,20240413,108,6,6vxs,6vxsb,6vxsbh,1
1019,1,72,115,1,soja,20231026,20240129,95,6,6tw0,6tw0t,6tw0t4,1
1019,381,93,523,5,soja,20231101,20240311,131,6,6vxs,6vxsz,6vxszs,1
15,1,1,3,11,soja,20241116,20250401,136,6,6vx7,6vx7h,6vx7hx,0
1019,401,77,127,1,soja,20231024,20240122,90,6,6v82,6v824,6v824z,1
1019,81,83,122,1,soja,20231101,20240128,88,6,6udt,6udtd,6udtd3,1
1019,341,23,29,1,soja,20231207,20240325,109,6,6yrs,6yrs8,6yrs8k,1
330,1,88,7,1,soja,20230110,20230515,125,6,6f68,6f68k,6f68k6,0
1019,241,2,210,3,soja,20231116,20240301,106,6,6vnu,6vnu6,6vnu6v,1
1019,241,2,112,2,soja,20231116,20240312,117,6,6vjc,6vjcv,6vjcvx,1
42,1,1102,111,1,soja,20221201,20230326,115,6,6yxb,6yxb4,6yxb49,0
52,1,10,27,3,soja,20201201,20210323,112,6,6ucx,6ucxt,6ucxtr,-1
52,1,121,5772,2,soja,20211113,20220419,157,6,6ucz,6ucz5,6ucz55,-1
1022,1,5,50003,50003,soja,20221102,20230323,141,6,6vre,6vref,6vrefu,-1
487,1,4,1,1,soja,20241207,20250308,91,6,6vqn,6vqne,6vqnex,0
175,1,1,80,4,soja,20211106,20220220,106,6,6ym3,6ym3d,6ym3d7,-1
1019,421,74,155,1,soja,20231002,20240102,92,6,6tqz,6tqzh,6tqzhd,1
1019,181,44,33,2,soja,20241012,20250213,124,6,6vfg,6vfg2,6vfg21,0
1019,101,6,22,1,soja,20231016,20240217,124,6,6uf0,6uf0h,6uf0hr,1
1022,1,25,130,130,soja,20231109,20240401,144,6,6vru,6vrug,6vrug7,1
232,1,3,3,9,soja,20211020,20220201,104,6,6tzz,6tzzk,6tzzks,-1
52,1,11,41,3,soja,20201122,20210326,124,6,6ucx,6ucxq,6ucxqh,-1
52,1,125,4652,1,soja,20221122,20230409,138,6,6v1c,6v1cv,6v1cv7,-1
275,41,500,7,1000,soja,20231125,20240423,150,6,6v5p,6v5p4,6v5p4d,1
1022,1,5,9,9,soja,20211024,20220305,132,6,6vre,6vref,6vrefb,-1
379,1,2002,5,1,soja,20231108,20240306,119,7,7jds,7jds4,7jds4p,1
221,41,25,71,25,soja,20231101,20240301,121,6,6u07,6u07q,6u07qm,1
367,61,1,1,4,soja,20241025,20250206,104,6,6v8m,6v8m6,6v8m6k,0
232,1,1,1,7,soja,20211018,20220201,106,6,6vbt,6vbtm,6vbtmg,-1
52,1,4,202,1,soja,20201023,20210224,124,6,6v18,6v18r,6v18r4,-1
221,63,23,22,3,soja,20231106,20240221,107,6,6v1g,6v1gx,6v1gxx,1
221,63,23,22,3,soja,20231106,20240221,107,6,6v1g,6v1gx,6v1gxx,1
1019,181,44,19,1,soja,20231105,20240306,122,6,6vfd,6vfdy,6vfdys,1
221,1,7,68,20,soja,20231207,20240404,119,6,6u02,6u02x,6u02x9,1
267,1,1,33,2,soja,20221003,20230113,102,6,6tw1,6tw1y,6tw1yg,-1
221,62,21,8,1,soja,20231112,20240316,125,6,6u95,6u95h,6u95h9,1
52,1,13,62,3,soja,20211027,20220301,125,6,6ucx,6ucxq,6ucxqb,-1
1019,241,2,55,1,soja,20231005,20240119,106,6,6vn5,6vn5e,6vn5eu,1
221,41,25,54,25,soja,20231028,20240302,126,6,6u07,6u07w,6u07wr,1
282,1,1,12,1,soja,20221110,20230306,116,6,6vn6,6vn6d,6vn6dj,-1
175,1,1,92,1,soja,20231118,20240319,122,6,6ym3,6ym3c,6ym3cg,1
52,1,17,88,3,soja,20221101,20230226,117,6,6v1b,6v1b0,6v1b02,-1
466,1,1,9,1,soja,20241117,20250329,132,7,7n81,7n813,7n813j,0
466,1,1,9,1,soja,20241117,20250329,132,7,7n81,7n813,7n813j,0
403,1,4,4,1,soja,20240503,20240914,134,6,6yhe,6yhe3,6yhe39,0
52,1,94,1426,3,soja,20211112,20220413,152,6,6ucw,6ucwy,6ucwyu,-1
390,1,2,3,1,soja,20231121,20240321,121,6,6vjd,6vjd5,6vjd54,1
1019,542,4,219,2,soja,20251117,20260301,104,6,6yrj,6yrjg,6yrjg4,0
444,1,1,12,17,soja,20231231,20240518,139,6,6f4x,6f4xg,6f4xg8,1
52,1,98,3703,2,soja,20221125,20230330,125,6,6ucz,6ucz0,6ucz03,-1
1019,341,23,11,1,soja,20231222,20240419,119,6,6yrs,6yrs0,6yrs09,1
1019,221,39,216,2,soja,20231108,20240210,94,6,6tzw,6tzwx,6tzwxv,1
374,42,1,19,9,soja,20251102,20260225,115,6,6yxx,6yxx0,6yxx01,0
52,1,86,848,1,soja,20201125,20210326,121,6,6v1c,6v1cj,6v1cjb,-1
221,41,25,30,25,soja,20231013,20240207,117,6,6u07,6u07u,6u07ud,1
184,1,1,28,1,soja,20201117,20210316,119,6,6yx9,6yx9y,6yx9yq,-1
267,1,1,4,6,soja,20221018,20230203,108,6,6tw4,6tw4r,6tw4rf,-1
1019,381,93,201,2,soja,20231205,20240410,127,6,6vxk,6vxkm,6vxkmb,1
52,1,82,706,2,soja,20201019,20210213,117,6,6v1b,6v1b0,6v1b0v,-1
177,1,101,26,1,soja,20231115,20240410,147,6,6vz0,6vz0j,6vz0ju,1
36,1,1,3,2,soja,20201113,20210308,115,6,6v8h,6v8hh,6v8hh5,-1
327,1,402,2,1,soja,20221028,20230225,120,6,6vrw,6vrw5,6vrw5v,-1
52,1,15,424,3,soja,20221104,20230315,131,6,6ucz,6ucz8,6ucz8h,-1
279,1,1,11,3,soja,20221118,20230325,127,6,6vnk,6vnkd,6vnkd0,-1
221,61,17,235,9,soja,20231130,20240319,110,6,6v11,6v118,6v118n,1
42,42,18,270,1,soja,20231228,20240323,86,6,6yrs,6yrsr,6yrsrn,1
253,1,3,6,1,soja,20221216,20230414,119,6,6yrg,6yrgt,6yrgth,0
127,1,1,53,1,soja,20231026,20240302,128,6,6vq8,6vq8w,6vq8we,1
278,1,18,18,6,soja,20231027,20240301,126,6,6y7g,6y7gc,6y7gcw,1
278,1,18,18,6,soja,20231027,20240301,126,6,6y7g,6y7gc,6y7gcw,1
52,1,114,5674,4,soja,20201204,20210416,133,6,6ucz,6uczh,6uczhb,-1
10,1,1,79,1,soja,20230914,20240102,110,6,6tqt,6tqtb,6tqtbt,1
466,1,1,17,1,soja,20241203,20250401,119,6,6yxb,6yxby,6yxbyu,0
444,1,1,9,22,soja,20241115,20250420,156,6,6f4x,6f4xg,6f4xg3,0
327,1,402,49,1,soja,20221002,20230123,113,6,6vrw,6vrwy,6vrwy1,-1
175,1,1,104,2,soja,20241111,20250318,127,6,6ym3,6ym3c,6ym3cg,0
27,1,1,8,3,soja,20211107,20220325,138,6,6vzt,6vzts,6vztsy,-1
52,1,88,1102,4,soja,20201112,20210312,120,6,6ucz,6ucz3,6ucz3h,-1
52,1,86,838,1,soja,20251118,20260322,124,6,6v1b,6v1bt,6v1btn,0
10,161,5,47,2,soja,20221101,20230302,121,6,6tye,6tyeb,6tyeb8,-1
327,41,401,2,5,soja,20240104,20240410,97,6,6yrf,6yrf7,6yrf7p,1
327,1,402,64,1,soja,20220927,20230118,113,6,6vrx,6vrxj,6vrxjz,-1
221,41,25,69,25,soja,20231025,20240218,116,6,6u07,6u07q,6u07qv,1
1019,181,44,59,2,soja,20241103,20250220,109,6,6vfg,6vfgb,6vfgbq,0
315,1,1,13,12,soja,20221013,20230210,120,6,6vf8,6vf87,6vf87g,-1
278,1,18,5,6,soja,20221103,20230305,122,6,6y7s,6y7sr,6y7srs,-1
392,41,21,22,1,soja,20241101,20250226,117,6,6ywk,6ywk9,6ywk97,0
360,1,871802,27,1683502,soja,20231208,20240315,98,6,6y24,6y241,6y241s,1
436,81,4,72,1,soja,20251014,20260223,132,6,6yxg,6yxgn,6yxgn0,0
42,41,15,415,1,soja,20251201,20260429,149,6,6yrt,6yrt0,6yrt0e,0
1019,261,64,48,1,soja,20231102,20240311,130,6,6yrn,6yrny,6yrnyf,1
1019,1,72,39,2,soja,20231011,20240127,108,6,6ttb,6ttbx,6ttbxj,1
42,42,18,310,1,soja,20231105,20240402,149,6,6yrs,6yrsx,6yrsx7,1
1019,241,2,76,1,soja,20231004,20240209,128,6,6vn5,6vn5u,6vn5uc,1
27,1,1,5,5,soja,20201105,20210325,140,6,6vzt,6vzts,6vztsu,-1
30,1,1,211,1,soja,20221201,20230328,117,6,6yrn,6yrne,6yrne2,0
51,1,10,16,1,soja,20201210,20210401,112,6,6vzk,6vzk1,6vzk1t,-1
52,1,5,408,1,soja,20201029,20210225,119,6,6v1b,6v1b8,6v1b84,-1
392,41,21,15,1,soja,20241102,20250225,115,6,6ywh,6ywhx,6ywhxy,0
350,1,35,2,202,soja,20231102,20240314,133,6,6vxq,6vxq2,6vxq2d,1
350,1,38,1,202,soja,20251119,20260407,139,6,6vxm,6vxmf,6vxmf4,0
238,61,1,112,2,soja,20211215,20220306,81,6,6trm,6trmr,6trmrz,-1
299,1,7,7,1,soja,20221010,20230201,114,6,6y0r,6y0ry,6y0ryy,-1
256,1,1,13,1,soja,20211015,20220214,122,6,6vcm,6vcmv,6vcmvy,-1
52,1,501,902,500,soja,20211017,20220213,119,6,6v1b,6v1b2,6v1b2u,-1
42,102,61,4,1,soja,20251201,20260401,121,6,6yrh,6yrh2,6yrh2g,0
327,1,402,23,1,soja,20221012,20230223,134,6,6vrw,6vrw7,6vrw72,-1
42,103,59,56,1,soja,20251203,20260416,134,6,6yrm,6yrmu,6yrmuy,0
1019,141,8,48,1,soja,20231006,20240129,115,6,6yqx,6yqxj,6yqxj1,1
1019,241,2,7,1,soja,20231027,20240229,125,6,6vn5,6vn5q,6vn5qd,1
1019,201,62,32,1,soja,20230922,20240107,107,6,6trp,6trpg,6trpge,1
1019,301,10,31,1,soja,20241108,20250401,144,6,6vx5,6vx5t,6vx5t0,0
27,1,1,71,4,soja,20231127,20240331,125,6,6vzt,6vztx,6vztxh,1
15,41,2,67,1,soja,20221107,20230303,116,6,6vxy,6vxyq,6vxyq5,-1
221,1,1,4,22,soja,20231101,20240129,89,6,6u08,6u082,6u082k,1
209,1,5,143,5,soja,20221101,20230201,92,6,6uu5,6uu5h,6uu5h2,-1
1019,321,46,213,1,soja,20231118,20240322,125,6,6vxt,6vxt8,6vxt80,1
392,41,21,17,1,soja,20241113,20250320,127,6,6ywk,6ywkb,6ywkb0,0
1019,221,39,216,1,soja,20241101,20250302,121,6,6tzw,6tzwx,6tzwxv,0
239,1,1,47,7,soja,20211026,20220301,126,6,6y11,6y11n,6y11nu,-1
42,81,21,7,1,soja,20251119,20260309,110,6,6yy1,6yy13,6yy130,0
52,1,109,507,2,soja,20211204,20220324,110,6,6ucz,6uczf,6uczf6,-1
35,7,5,3,1,soja,20231002,20240109,99,6,6tw1,6tw1f,6tw1f1,1
232,1,3,2,6,soja,20211022,20220211,112,6,6tzz,6tzzq,6tzzq0,-1
42,81,21,51,1,soja,20251108,20260304,116,6,6yvb,6yvby,6yvbym,0
392,61,20,52,4,soja,20250928,20260211,136,6,6gsm,6gsm5,6gsm5x,0
184,1,1,21,1,soja,20201107,20210305,118,6,6yx9,6yx9t,6yx9tv,-1
360,101,3419374803,3439650103,4,soja,20251021,20260219,121,6,6v2k,6v2k7,6v2k71,0
255,41,2,94,1,soja,20221003,20230311,159,6,6gbt,6gbt1,6gbt1r,-1
1019,281,17,124,1,soja,20251201,20260225,86,6,6vx3,6vx3n,6vx3ns,0
359,1,1,25,1,soja,20221206,20230411,126,7,7n8h,7n8hd,7n8hdk,0
507,41,1,16,1,soja,20251107,20260304,117,6,6ug6,6ug6b,6ug6bm,0
175,1,1,2,1,soja,20201105,20210223,110,6,6ym3,6ym3c,6ym3cg,-1
444,1,1,3,11,soja,20250109,20250507,118,6,6f4x,6f4xu,6f4xut,0
487,1,3,6,1,soja,20241024,20250224,123,6,6vqn,6vqnt,6vqntz,0
1019,101,6,14,1,soja,20231012,20240212,123,6,6uf0,6uf0q,6uf0qu,1
36,1,1,35,2,soja,20200928,20210114,108,6,6v85,6v85d,6v85dg,0
1019,201,62,153,1,soja,20231027,20240210,106,6,6trp,6trpv,6trpvy,1
350,1,35,1,105,soja,20221201,20230329,118,6,6vxn,6vxnn,6vxnnz,0
1019,381,93,203,2,soja,20231206,20240410,126,6,6vxk,6vxkq,6vxkq0,1
182,161,30,4,1,soja,20251127,20260322,115,6,6vx7,6vx7s,6vx7s4,0
176,1,8,808,1,soja,20211011,20220119,100,6,6ubu,6ubux,6ubuxm,-1
444,1,1,10,5,soja,20240106,20240601,147,6,6f4x,6f4xe,6f4xeq,1
1019,321,46,120,1,soja,20231124,20240422,150,6,6vxm,6vxmw,6vxmw2,1
52,1,18,441,2,soja,20201117,20210326,129,6,6ucz,6uczb,6uczbv,-1
24,1,1001,18,1,soja,20211023,20220306,134,6,6uge,6uge5,6uge56,-1
221,41,25,90,25,soja,20231108,20240307,120,6,6u07,6u07k,6u07kg,1
1019,421,74,169,1,soja,20230917,20240114,119,6,6tqz,6tqzj,6tqzje,1
483,1,1,3,2,soja,20241002,20250117,107,6,6twq,6twq4,6twq4z,0
52,1,52,3207,4,soja,20201124,20210326,122,6,6ucy,6ucyb,6ucybv,-1
350,1,35,1,115,soja,20221109,20230403,145,6,6vxn,6vxnn,6vxnnz,-1
330,1,45,5,1,soja,20221125,20230502,158,6,6f68,6f68w,6f68w1,-1
52,1,7,20,3,soja,20201112,20210311,119,6,6v18,6v18n,6v18nn,-1
