CD_CLIENTE,CD_UNIDADE,CD_FAZENDA,CD_TALHAO,CD_ZONA,CULTURA,DATA_PLANTIO,DATA_COLHEITA,DELTA_TEMPO,geohash_macro,geohash_regional,geohash_sub_regional,geohash_local,el_nino
1022,1,25,109,109,soja,20221007,20230201,117,6,6vru,6vruf,6vruf0,-1
413,1,2,1,3,soja,20231013,20240122,101,6,6vbj,6vbju,6vbju0,1
460,61,2,9,1,soja,20251104,20260324,140,6,6vrp,6vrpp,6vrppz,0
175,62,2,43,3,soja,20221110,20230308,118,6,6yk9,6yk9s,6yk9s0,-1
1019,381,93,219,2,soja,20231211,20240415,126,6,6vxk,6vxkt,6vxkt9,1
483,1,1,1,3,soja,20241001,20250126,117,6,6twq,6twq4,6twq4s,0
176,1,8,805,4,soja,20211025,20220303,129,6,6ubu,6ubuz,6ubuz2,-1
253,1,1,5,8,soja,20221206,20230408,123,6,6yrf,6yrfq,6yrfqk,0
1019,521,500,37,1,soja,20251027,20260304,128,6,6vf7,6vf77,6vf77d,0
350,1,39,2,407,soja,20251120,20260419,150,6,6vxm,6vxmu,6vxmud,0
299,1,7,8,1,soja,20221010,20230201,114,6,6y22,6y22n,6y22n8,-1
42,101,60,10,1,soja,20251124,20260417,144,6,6yxv,6yxvy,6yxvyg,0
239,41,2,24,1,soja,20221108,20230328,140,6,6y03,6y03m,6y03m2,-1
315,1,1,1,14,soja,20221021,20230302,132,6,6vf8,6vf8n,6vf8ne,-1
15,41,2,58,1,soja,20241124,20250320,116,6,6vxv,6vxvt,6vxvt1,0
278,1,18,4,5,soja,20221104,20230306,122,6,6y7s,6y7sq,6y7sqz,-1
1019,461,68,107,1,soja,20231108,20240130,83,6,6v88,6v884,6v884c,1
335,1,2,21,1,soja,20250919,20260116,119,6,6tyw,6tywr,6tywr8,0
390,1,7,13,1,soja,20241023,20250220,120,6,6uvp,6uvp7,6uvp76,0
36,1,1,42,3,soja,20201024,20210212,111,6,6v85,6v85e,6v85ev,-1
221,41,24,9,24,soja,20231203,20240402,121,6,6u07,6u07f,6u07ff,1
360,41,421147202,5994078402,584575102,soja,20241101,20250308,127,6,6y5u,6y5uc,6y5ucm,0
221,1,11,107,12,soja,20251020,20260305,136,6,6u09,6u091,6u091w,0
367,61,1,1,1,soja,20240918,20250104,108,6,6v8m,6v8m6,6v8m6k,0
460,62,5,14,1,soja,20250929,20260127,120,6,6vxz,6vxz6,6vxz6r,0
390,1,8,1,1,soja,20231124,20240405,133,6,6vjd,6vjdd,6vjdd0,1
299,1,7,13,1,soja,20221004,20230117,105,6,6y0r,6y0ry,6y0rye,-1
360,41,421147202,5993824602,584573002,soja,20231108,20240226,110,6,6y5t,6y5tr,6y5trc,1
49,2,2,3,41,soja,20231102,20240301,120,6,6vfg,6vfg4,6vfg4d,1
425,1,1,2,2,soja,20240113,20240427,105,7,7n81,7n818,7n818e,1
277,1,1,11,1,soja,20221206,20230325,109,6,6vz8,6vz8d,6vz8d9,0
52,1,90,1306,3,soja,20201113,20210220,99,6,6v18,6v18q,6v18q9,-1
1019,161,18,503,3,soja,20231028,20240322,146,6,6vz5,6vz5d,6vz5dz,1
481,1,1,2,1,soja,20241010,20250206,119,6,6uf5,6uf51,6uf51f,0
329,1,1,1018,2,soja,20221102,20230302,120,6,6ytj,6ytjc,6ytjc4,-1
27,1,1,28,5,soja,20201116,20210403,138,6,6vzt,6vztk,6vztkf,-1
275,1,200,8,1,soja,20230922,20240208,139,6,6ugs,6ugsh,6ugshu,1
10,1,1,5,3,soja,20201026,20210310,135,6,6tqm,6tqmx,6tqmxu,-1
1019,141,8,43,1,soja,20231013,20240201,111,6,6yqw,6yqwy,6yqwyx,1
238,61,1,214,3,soja,20211206,20220329,113,6,6trm,6trmx,6trmxy,-1
240,1,1,21,1,soja,20220102,20220414,102,7,7nb3,7nb3t,7nb3tq,-1
1019,241,2,58,1,soja,20231009,20240215,129,6,6vn5,6vn5g,6vn5gc,1
315,1,1,1,15,soja,20221012,20230220,131,6,6vf8,6vf8n,6vf8ne,-1
1019,81,83,106,1,soja,20231001,20240120,111,6,6udt,6udt7,6udt78,1
52,1,115,5691,1,soja,20201119,20210324,125,6,6v1c,6v1ck,6v1ckb,-1
460,63,8,5,1,soja,20251108,20260415,158,6,6vrw,6vrw3,6vrw3n,0
52,1,4,13,1,soja,20201022,20210224,125,6,6v18,6v18r,6v18rd,-1
52,1,114,5677,2,soja,20211104,20220322,138,6,6ucz,6uczj,6uczj4,-1
221,41,25,75,25,soja,20231127,20240314,108,6,6u07,6u07w,6u07w0,1
221,41,25,75,25,soja,20231127,20240314,108,6,6u07,6u07w,6u07w0,1
1022,1,25,108,108,soja,20220930,20230123,115,6,6vru,6vru9,6vru9t,-1
36,1,1,1,1,soja,20201112,20210318,126,6,6v8h,6v8hh,6v8hhq,-1
1019,241,2,202,3,soja,20231027,20240223,119,6,6vjf,6vjfj,6vjfj1,1
52,1,4,12,1,soja,20201022,20210301,130,6,6v18,6v18r,6v18re,-1
10,1,1,286,1,soja,20231009,20240313,156,6,6tqm,6tqmm,6tqmms,1
52,1,17,90,3,soja,20221101,20230222,113,6,6ucz,6uczb,6uczbn,-1
1019,141,8,34,1,soja,20231018,20240226,131,6,6yqx,6yqxz,6yqxzf,1
221,41,25,69,25,soja,20231025,20240218,116,6,6u07,6u07q,6u07qv,1
324,1,1,14,1,soja,20221118,20230317,119,6,6urt,6urt8,6urt81,-1
267,1,1,65,7,soja,20221021,20230219,121,6,6tw4,6tw4w,6tw4wb,-1
444,1,1,6,17,soja,20231229,20240517,140,6,6f4x,6f4xe,6f4xef,1
413,1,2,3,3,soja,20231007,20240120,105,6,6vbj,6vbju,6vbjud,1
52,1,47,464,1,soja,20251108,20260313,125,6,6v18,6v18p,6v18p3,0
1019,381,93,113,1,soja,20231120,20240326,127,6,6vxs,6vxs1,6vxs1h,1
379,41,5001,20,1,soja,20231005,20240223,141,6,6vxd,6vxd5,6vxd5k,1
444,1,1,11,13,soja,20240103,20240526,144,6,6f4x,6f4xk,6f4xkr,1
359,1,1,6,1,soja,20221114,20230314,120,7,7n8j,7n8jh,7n8jh0,-1
52,1,93,1313,3,soja,20201201,20210329,118,6,6ucw,6ucwv,6ucwvp,-1
52,1,103,4554,1,soja,20211129,20220401,123,6,6v1c,6v1cg,6v1cg8,-1
444,1,1,9,2,soja,20241124,20250424,151,6,6f4x,6f4xg,6f4xg3,0
52,1,12,48,3,soja,20211103,20220330,147,6,6ucx,6ucxq,6ucxqp,-1
221,1,5,51,10,soja,20231103,20240302,120,6,6u02,6u02y,6u02yw,1
1019,181,44,5,1,soja,20231003,20240208,128,6,6vfe,6vfen,6vfenm,1
52,1,100,4904,2,soja,20201120,20210416,147,6,6ucx,6ucxw,6ucxwd,-1
483,1,1,6,2,soja,20241006,20250202,119,6,6twq,6twq4,6twq4q,0
221,41,25,74,25,soja,20231004,20240210,129,6,6u07,6u07q,6u07qc,1
221,41,25,74,25,soja,20231004,20240210,129,6,6u07,6u07q,6u07qc,1
221,41,25,86,25,soja,20231122,20240311,110,6,6u07,6u07m,6u07mr,1
360,41,421147202,6095321502,584573302,soja,20251106,20260312,126,6,6y5s,6y5sz,6y5sz8,0
350,1,39,4,405,soja,20251128,20260420,143,6,6vxm,6vxmu,6vxmuv,0
10,1,1,4,3,soja,20201026,20210224,121,6,6tqm,6tqmx,6tqmxu,-1
275,41,501,1,1001,soja,20231121,20240419,150,6,6v5p,6v5p3,6v5p3r,1
1019,441,70,1111,1,soja,20241010,20250121,103,6,6wpb,6wpbh,6wpbht,0
401,1,1,3,8,soja,20231209,20240404,117,6,6zmn,6zmnz,6zmnzs,1
401,1,1,4,9,soja,20231113,20240405,144,6,6zmn,6zmnz,6zmnz9,1
52,1,78,3408,3,soja,20201212,20210420,129,6,6ucw,6ucws,6ucwsb,-1
350,1,35,4,119,soja,20221120,20230410,141,6,6vxn,6vxnx,6vxnxf,-1
460,62,5,18,1,soja,20251017,20260128,103,6,6vxz,6vxze,6vxze2,0
238,61,1,38,1,soja,20211211,20220302,81,6,6trm,6trmr,6trmrn,-1
177,61,5,64,4,soja,20221216,20230503,138,6,6yx0,6yx0b,6yx0b7,0
52,1,15,433,3,soja,20221102,20230305,123,6,6ucx,6ucxz,6ucxz3,-1
278,1,18,3,13,soja,20231113,20240313,121,6,6y7g,6y7gc,6y7gce,1
177,42,107,6,1,soja,20201201,20210410,130,6,6yr5,6yr5m,6yr5mx,-1
299,1,3,1,1,soja,20220924,20230116,114,6,6y0x,6y0xb,6y0xb2,-1
1019,181,44,6,1,soja,20231004,20240112,100,6,6vfe,6vfeq,6vfeq0,1
361,1,1,369,1,soja,20230513,20230902,112,6,6vut,6vutj,6vutj2,0
267,1,1,16,3,soja,20220917,20230211,147,6,6tw4,6tw4n,6tw4nf,-1
1019,321,46,103,1,soja,20231102,20240305,124,6,6vxm,6vxmk,6vxmku,1
1019,361,22,125,1,soja,20250102,20250503,121,6,6ype,6ypeu,6ypeu6,0
374,1,3,4,3,soja,20221206,20230405,120,6,6yx6,6yx6y,6yx6y1,0
52,1,54,604,1,soja,20221013,20230301,139,6,6ucz,6uczb,6uczbz,-1
221,41,25,46,25,soja,20231028,20240306,130,6,6u07,6u07v,6u07vc,1
1019,381,93,146,1,soja,20231011,20240205,117,6,6vxs,6vxs0,6vxs0z,1
390,1,3,10,1,soja,20231026,20240216,113,6,6vjd,6vjd6,6vjd6n,1
177,42,107,2,2,soja,20201217,20210315,88,6,6yr5,6yr5n,6yr5nq,-1
1019,421,74,153,1,soja,20230925,20240104,101,6,6tqz,6tqzk,6tqzkb,1
221,41,25,37,25,soja,20231130,20240319,110,6,6u07,6u07v,6u07vh,1
350,1,35,4,408,soja,20231217,20240415,120,6,6vxn,6vxnx,6vxnxf,1
176,41,7,701,1,soja,20221128,20230404,127,6,6vdu,6vduf,6vdufd,-1
267,1,1,49,7,soja,20221006,20230220,137,6,6tw4,6tw4r,6tw4rh,-1
360,101,3419374803,3439670403,3,soja,20251112,20260312,120,6,6v2k,6v2k6,6v2k62,0
1019,441,70,166,1,soja,20231013,20240126,105,6,6wpb,6wpbn,6wpbnp,1
360,101,3419374803,3439690203,1,soja,20251122,20260214,84,6,6v2k,6v2k6,6v2k6j,0
1019,401,77,105,1,soja,20231001,20240119,110,6,6v82,6v82d,6v82d4,1
1019,221,39,119,1,soja,20231018,20240201,106,6,6tzv,6tzvw,6tzvwu,1
1019,181,44,251,2,soja,20251108,20260320,132,6,6vfg,6vfgh,6vfghu,0
444,1,1,2,28,soja,20240107,20240518,132,6,6f4x,6f4xe,6f4xev,1
352,1,3,44,3,soja,20231113,20240318,126,7,7h0y,7h0y8,7h0y8j,1
1019,381,93,527,5,soja,20231103,20240307,125,6,6vxs,6vxsz,6vxszz,1
426,1,1,9,1,soja,20231209,20240405,118,7,7n85,7n851,7n851c,1
374,1,8,9,8,soja,20241122,20250309,107,6,6yx7,6yx7v,6yx7v6,0
444,1,1,6,23,soja,20240107,20240515,129,6,6f4x,6f4xe,6f4xef,1
425,1,1,3,2,soja,20231125,20240410,137,7,7n81,7n819,7n8195,1
52,1,106,4518,1,soja,20201103,20210316,133,6,6v19,6v19x,6v19xe,-1
323,1,5553,6,1,soja,20220930,20230201,124,6,6udw,6udwj,6udwjp,-1
1019,301,10,33,1,soja,20241107,20250401,145,6,6vx5,6vx5s,6vx5s9,0
284,43,4,11,1,soja,20231011,20240214,126,7,7h0w,7h0w7,7h0w75,1
1019,181,44,54,2,soja,20241101,20250223,114,6,6vfe,6vfez,6vfezs,0
374,1,3,13,3,soja,20251128,20260411,134,6,6yx6,6yx6v,6yx6vs,0
10,1,1,210,1,soja,20231122,20240301,100,6,6tqt,6tqtc,6tqtcz,1
1019,543,11,112,1,soja,20251123,20260315,112,6,6yk0,6yk0t,6yk0ts,0
52,1,103,4573,1,soja,20241205,20250402,118,6,6v1c,6v1cg,6v1cgv,0
52,1,100,4900,2,soja,20201119,20210403,135,6,6ucx,6ucxw,6ucxwk,-1
1019,161,18,214,1,soja,20241103,20250330,147,6,6vzj,6vzjw,6vzjwb,0
175,1,1,11,1,soja,20201027,20210303,127,6,6ym3,6ym3c,6ym3cg,-1
1019,141,8,30,1,soja,20231025,20240227,125,6,6yqx,6yqxx,6yqxxd,1
444,1,1,6,28,soja,20240107,20240518,132,6,6f4x,6f4xe,6f4xef,1
42,42,1101,230,1,soja,20231213,20240404,113,6,6yrs,6yrsr,6yrsre,1
221,41,25,97,25,soja,20231203,20240324,112,6,6u07,6u07k,6u07ks,1
221,1,4,35,17,soja,20231213,20240403,112,6,6u02,6u02w,6u02ww,1
221,1,4,35,17,soja,20231213,20240403,112,6,6u02,6u02w,6u02ww,1
390,1,2,8,1,soja,20231121,20240401,132,6,6vjd,6vjd5,6vjd50,1
400,1,9,9,1,soja,20231001,20240120,111,6,6v85,6v85k,6v85kr,1
221,41,25,88,25,soja,20231115,20240311,117,6,6u07,6u07k,6u07kv,1
15,1,1,3,12,soja,20241107,20250402,146,6,6vx7,6vx7h,6vx7hx,0
238,61,1,148,4,soja,20211212,20220329,107,6,6trt,6trt9,6trt97,-1
1019,161,18,502,3,soja,20231029,20240310,133,6,6vz5,6vz5d,6vz5de,1
256,1,1,19,1,soja,20220201,20220504,92,6,6vcm,6vcmu,6vcmug,0
289,42,1,4,2,soja,20221123,20230301,98,6,6vz3,6vz35,6vz35h,-1
1019,141,8,41,1,soja,20231011,20240121,102,6,6yqx,6yqxn,6yqxne,1
15,1,1,1,7,soja,20211113,20220330,137,6,6vx6,6vx69,6vx69k,-1
42,103,59,49,1,soja,20251201,20260419,139,6,6yrm,6yrms,6yrms9,0
239,1,1,38,2,soja,20211007,20220202,118,6,6y16,6y160,6y160c,-1
52,1,22,224,3,soja,20211112,20220306,114,6,6ucx,6ucxx,6ucxxr,-1
52,1,97,1712,3,soja,20211023,20220224,124,6,6ucw,6ucwv,6ucwvw,-1
52,1,114,5673,4,soja,20201204,20210411,128,6,6ucy,6ucyu,6ucyur,-1
238,61,1,152,4,soja,20211121,20220324,123,6,6trt,6trt9,6trt97,-1
238,61,1,152,4,soja,20211121,20220324,123,6,6trt,6trt9,6trt97,-1
1019,201,62,1211,1,soja,20251023,20260223,123,6,6trp,6trpv,6trpvu,0
175,1,1,38,1,soja,20231105,20240307,123,6,6ym3,6ym3d,6ym3d0,1
52,1,10,29,3,soja,20201126,20210324,118,6,6ucx,6ucxt,6ucxtd,-1
360,1,871802,163,1683402,soja,20231122,20240313,112,6,6y21,6y21b,6y21bs,1
52,1,54,602,2,soja,20201019,20210208,112,6,6v1b,6v1b1,6v1b13,-1
403,1,4,3,1,soja,20240501,20240908,130,6,6yhe,6yhe3,6yhe39,0
1019,521,500,2,1,soja,20251023,20260301,129,6,6vf7,6vf7s,6vf7s3,0
30,62,4,357,1,soja,20211026,20220217,114,6,6ywb,6ywbb,6ywbb3,-1
52,1,79,3501,1,soja,20201105,20210317,132,6,6ucz,6uczg,6uczgy,-1
221,41,25,78,25,soja,20231102,20240311,130,6,6u07,6u07m,6u07mt,1
444,1,1,5,18,soja,20240109,20240515,127,6,6f4x,6f4xv,6f4xvj,1
238,61,1,105,2,soja,20211116,20220316,120,6,6trm,6trmx,6trmx8,-1
51,1,11,9,6,soja,20241120,20250402,133,6,6ype,6ypef,6ypefs,0
52,1,17,93,3,soja,20221026,20230223,120,6,6v18,6v18p,6v18pb,-1
52,1,90,1306,1,soja,20211016,20220201,108,6,6v18,6v18q,6v18q9,-1
1019,381,93,309,3,soja,20241109,20250403,145,6,6vxm,6vxmh,6vxmhb,0
52,1,97,1704,3,soja,20211104,20220306,122,6,6ucx,6ucxn,6ucxn6,-1
52,1,15,421,3,soja,20221101,20230313,132,6,6ucz,6uczb,6uczb4,-1
52,1,57,611,2,soja,20201210,20210410,121,6,6ucz,6ucz9,6ucz9r,-1
52,1,98,3708,4,soja,20201120,20210401,132,6,6ucw,6ucwz,6ucwzv,-1
232,1,2,7,15,soja,20211021,20220206,108,6,6vbn,6vbn6,6vbn60,-1
238,61,1,51,1,soja,20211121,20220318,117,6,6trm,6trmm,6trmmc,-1
238,61,1,51,1,soja,20211121,20220318,117,6,6trm,6trmm,6trmmc,-1
392,61,20,1,2,soja,20251024,20260401,159,6,6gsm,6gsmk,6gsmkp,0
52,1,94,1415,3,soja,20211124,20220318,114,6,6ucw,6ucwv,6ucwvk,-1
466,1,1,7,1,soja,20241127,20250313,106,7,7n81,7n811,7n811n,0
360,41,421147202,584622902,584573102,soja,20231005,20240202,120,6,6y5v,6y5v2,6y5v2f,1
1019,161,18,203,1,soja,20231103,20240316,134,6,6vzm,6vzmb,6vzmb1,1
15,1,1,1,2,soja,20201201,20210420,140,6,6vx6,6vx69,6vx69k,-1
1019,521,500,19,1,soja,20251030,20260208,101,6,6vfk,6vfkh,6vfkh4,0
1019,401,77,121,1,soja,20230922,20240108,108,6,6v82,6v826,6v826c,1
393,42,3,7,1,soja,20230905,20231219,105,6,6twg,6twg2,6twg21,1
327,1,402,7,1,soja,20221026,20230225,122,6,6vrw,6vrw5,6vrw5z,-1
52,1,94,1427,3,soja,20211109,20220314,125,6,6ucw,6ucwy,6ucwyy,-1
52,1,100,4907,3,soja,20211107,20220222,107,6,6ucx,6ucxw,6ucxwt,-1
267,1,1,35,2,soja,20220919,20230120,123,6,6tw4,6tw4n,6tw4nb,-1
436,41,2,140,1,soja,20241126,20250304,98,6,6vze,6vzec,6vzecr,0
238,61,1,20,1,soja,20211029,20220301,123,6,6trm,6trmq,6trmqd,-1
36,1,1,34,2,soja,20200917,20210116,121,6,6v85,6v85g,6v85gz,0
52,1,47,468,2,soja,20201105,20210311,126,6,6v1b,6v1b0,6v1b0j,-1
360,1,871802,34,1683502,soja,20231117,20240316,120,6,6y24,6y240,6y2409,1
350,1,35,4,302,soja,20221106,20230323,137,6,6vxn,6vxnx,6vxnxf,-1
1019,421,74,126,1,soja,20231005,20240113,100,6,6tqz,6tqzm,6tqzmj,1
400,1,10,2,2,soja,20241020,20250216,119,6,6txm,6txm0,6txm0m,0
10,1,1,169,1,soja,20231026,20240313,139,6,6tqm,6tqmm,6tqmm2,1
1019,381,93,212,2,soja,20231205,20240320,106,6,6vxk,6vxkx,6vxkx2,1
175,1,1,54,1,soja,20231118,20240302,105,6,6ym3,6ym3c,6ym3cg,1
390,1,3,2,1,soja,20231102,20240226,116,6,6vjd,6vjdd,6vjddm,1
324,1,1,34,1,soja,20231122,20240404,134,6,6urm,6urmx,6urmxk,1
221,41,25,94,25,soja,20231120,20240312,113,6,6u07,6u07k,6u07kw,1
341,1,1,12,1,soja,20231105,20240222,109,6,6y0e,6y0es,6y0est,1
327,1,402,16,1,soja,20221014,20230212,121,6,6vrw,6vrw7,6vrw7s,-1
350,41,36,41,553,soja,20251203,20260413,131,6,6vze,6vzej,6vzejg,0
1019,401,77,139,1,soja,20231002,20240121,111,6,6v82,6v82d,6v82d9,1
436,81,4,66,1,soja,20251018,20260224,129,6,6yxf,6yxfq,6yxfqw,0
1019,461,68,146,1,soja,20231024,20240216,115,6,6v88,6v88u,6v88u2,1
52,1,84,712,1,soja,20221003,20230310,158,6,6v1b,6v1b2,6v1b2t,-1
42,81,21,28,1,soja,20251120,20260324,124,6,6yy1,6yy11,6yy11d,0
15,1,1,5,5,soja,20201115,20210404,140,6,6vx7,6vx74,6vx745,-1
1019,161,18,115,2,soja,20231020,20240225,128,6,6vzs,6vzsc,6vzsc6,1
1019,421,74,117,1,soja,20231026,20240228,125,6,6tqz,6tqzt,6tqztj,1
238,61,1,39,1,soja,20211031,20220221,113,6,6trm,6trmr,6trmrh,-1
182,161,1,14,1,soja,20251112,20260404,143,6,6vxk,6vxk5,6vxk5v,0
390,1,9,5,1,soja,20231117,20240315,119,6,6vjd,6vjd9,6vjd9w,1
367,61,1,3,2,soja,20241023,20250218,118,6,6v8m,6v8m0,6v8m0y,0
52,1,47,461,2,soja,20201104,20210308,124,6,6v18,6v18p,6v18pk,-1
1019,181,44,35,2,soja,20241014,20250216,125,6,6vfg,6vfg2,6vfg2h,0
230,1,1,18,6,soja,20211105,20220203,90,6,6v2q,6v2q2,6v2q2e,-1
221,41,25,56,25,soja,20231028,20240303,127,6,6u07,6u07y,6u07y8,1
221,41,25,56,25,soja,20231028,20240303,127,6,6u07,6u07y,6u07y8,1
52,1,62,634,2,soja,20211124,20220405,132,6,6ucz,6ucz6,6ucz6g,-1
42,101,60,31,1,soja,20251215,20260319,94,7,7n8n,7n8n0,7n8n0c,0
52,1,55,606,1,soja,20231013,20240212,122,6,6ucz,6uczc,6uczcz,1
1019,381,93,502,5,soja,20231011,20240203,115,6,6vxs,6vxsx,6vxsxv,1
221,1,11,102,12,soja,20231216,20240312,87,6,6u09,6u094,6u094j,1
176,41,7,707,1,soja,20221102,20230225,115,6,6vdu,6vdud,6vdudy,-1
232,1,1,2,8,soja,20211021,20220222,124,6,6vbt,6vbtm,6vbtm9,-1
323,41,11413,1,1,soja,20221027,20230305,129,6,6udq,6udqh,6udqh8,-1
1019,261,64,206,1,soja,20241116,20250326,130,6,6yx0,6yx0v,6yx0ve,0
1019,341,23,21,1,soja,20231230,20240402,94,6,6yrs,6yrs4,6yrs4p,1
350,1,39,2,410,soja,20251108,20260403,146,6,6vxm,6vxmu,6vxmud,0
238,61,1,207,3,soja,20211201,20220320,109,6,6trm,6trmx,6trmx7,-1
238,61,1,207,3,soja,20211201,20220320,109,6,6trm,6trmx,6trmx7,-1
52,1,94,1411,3,soja,20211124,20220406,133,6,6ucw,6ucwv,6ucwv9,-1
393,42,3,1,1,soja,20230921,20231226,96,6,6twg,6twg1,6twg1j,1
267,1,1,3,5,soja,20221018,20230214,119,6,6tw4,6tw4r,6tw4ru,-1
52,1,90,1301,1,soja,20201023,20210301,129,6,6v18,6v18q,6v18qp,-1
52,1,100,4901,2,soja,20201223,20210416,114,6,6ucx,6ucxw,6ucxw7,-1
1019,301,10,14,1,soja,20231117,20240311,115,6,6vx5,6vx5y,6vx5yq,1
30,121,6,9,1,soja,20241103,20250305,122,6,6ywu,6ywuz,6ywuz5,0
30,121,6,2,1,soja,20241019,20250226,130,6,6ywu,6ywux,6ywuxr,0
400,1,10,5,1,soja,20241024,20250217,116,6,6txj,6txjn,6txjny,0
52,1,4,202,1,soja,20201023,20210224,124,6,6v18,6v18r,6v18r4,-1
52,1,106,4519,1,soja,20201103,20210316,133,6,6v19,6v19x,6v19xm,-1
1019,201,62,106,1,soja,20231010,20240130,112,6,6tx0,6tx0p,6tx0pv,1
177,61,5,51,3,soja,20230118,20230417,89,6,6ywb,6ywbq,6ywbqy,0
52,1,4,8,1,soja,20201021,20210220,122,6,6v1b,6v1b2,6v1b2h,-1
1019,181,44,37,1,soja,20231101,20240304,124,6,6vfg,6vfg2,6vfg2q,1
15,1,1,12,1,soja,20251122,20260414,143,6,6vx4,6vx4z,6vx4zc,0
367,61,2,4,2,soja,20241116,20250304,108,6,6v9w,6v9w1,6v9w1m,0
1019,461,68,125,1,soja,20231010,20240202,115,6,6v88,6v886,6v886z,1
1019,461,68,125,1,soja,20231010,20240202,115,6,6v88,6v886,6v886z,1
315,1,1,1,17,soja,20221110,20230129,80,6,6vf8,6vf8n,6vf8ne,-1
238,61,1,50,1,soja,20211027,20220212,108,6,6trm,6trmq,6trmq6,-1
331,41,1,15,1,soja,20241017,20250222,128,6,6gcw,6gcwq,6gcwqh,0
221,41,24,9,24,soja,20231203,20240402,121,6,6u07,6u07f,6u07ff,1
27,1,1,231,4,soja,20231121,20240317,117,6,6vzt,6vztx,6vztxx,1
360,1,871802,74,584594602,soja,20241017,20250203,109,6,6y24,6y246,6y246e,0
52,1,107,4521,1,soja,20201102,20210311,129,6,6v1c,6v1cb,6v1cbk,-1
283,1,1,15,1,soja,20221028,20230301,124,6,6ucn,6ucnn,6ucnn7,-1
392,61,20,4,2,soja,20251106,20260319,133,6,6gsk,6gskj,6gskjr,0
341,1,1,16,2,soja,20231125,20240324,120,6,6y0e,6y0et,6y0et0,1
175,61,3,5,1,soja,20211019,20220209,113,6,6ykc,6ykc5,6ykc5u,-1
27,1,1,13,5,soja,20201118,20210327,129,6,6vzt,6vztx,6vztxh,-1
209,1,2,132,1,soja,20221103,20230303,120,6,6uu4,6uu4b,6uu4bz,-1
36,1,1,15,1,soja,20201103,20210312,129,6,6v85,6v85f,6v85ft,-1
52,1,102,5203,2,soja,20211201,20220413,133,6,6ucz,6ucz4,6ucz4b,-1
392,1,15,156,1,soja,20231115,20240307,113,6,6yrn,6yrn3,6yrn3b,1
293,1,100,131,1,soja,20221002,20230214,135,6,6u08,6u086,6u086s,-1
52,1,78,3404,3,soja,20201218,20210417,120,6,6ucw,6ucws,6ucwsk,-1
1019,201,62,15,1,soja,20231027,20240207,103,6,6tx0,6tx0w,6tx0wb,1
444,1,1,6,23,soja,20240107,20240515,129,6,6f4x,6f4xe,6f4xef,1
444,1,1,2,1,soja,20241223,20250504,132,6,6f4x,6f4xe,6f4xev,0
239,1,1,34,1,soja,20211012,20220207,118,6,6y11,6y11z,6y11ze,-1
221,41,24,10,24,soja,20231205,20240404,121,6,6u07,6u07f,6u07fu,1
52,1,88,1103,2,soja,20231201,20240419,140,6,6ucz,6ucz3,6ucz3q,1
1019,441,70,112,1,soja,20231019,20240126,99,6,6wpb,6wpbj,6wpbjr,1
1019,441,70,122,1,soja,20231019,20240209,113,6,6wpb,6wpbp,6wpbpp,1
42,1,1102,193,1,soja,20231215,20240320,96,6,6yx8,6yx8s,6yx8sy,1
1019,381,93,530,5,soja,20231030,20240315,137,6,6vxs,6vxsz,6vxszn,1
390,1,2,5,1,soja,20231121,20240401,132,6,6vjd,6vjd4,6vjd4b,1
1019,201,62,82,1,soja,20231009,20240115,98,6,6trp,6trpw,6trpw6,1
52,1,77,3302,1,soja,20211009,20220202,116,6,6v18,6v18j,6v18jr,-1
444,1,1,6,17,soja,20231229,20240517,140,6,6f4x,6f4xe,6f4xef,1
331,41,1,7,1,soja,20221116,20230321,125,6,6gcw,6gcwm,6gcwm5,-1
10,101,2,41,2,soja,20201026,20210217,114,6,6tqu,6tquz,6tquzv,-1
27,1,1,5,2,soja,20231030,20240317,139,6,6vzt,6vzts,6vztsu,1
52,1,78,3401,3,soja,20201216,20210417,122,6,6ucw,6ucws,6ucwsn,-1
1019,221,39,142,1,soja,20231023,20240123,92,6,6tzv,6tzvz,6tzvzu,1
221,41,25,45,25,soja,20231116,20240303,108,6,6u07,6u07t,6u07tr,1
444,1,1,1,24,soja,20231211,20240425,136,6,6f4x,6f4xu,6f4xu4,1
444,1,1,12,18,soja,20240109,20240515,127,6,6f4x,6f4xg,6f4xg8,1
1019,221,39,228,1,soja,20241029,20250311,133,6,6tzv,6tzvb,6tzvbq,0
390,1,4,5,1,soja,20241031,20250227,119,6,6vjd,6vjdg,6vjdg3,0
392,61,20,31,1,soja,20250923,20260207,137,6,6gsm,6gsms,6gsms2,0
1019,281,17,39,1,soja,20231216,20240413,119,6,6vx2,6vx2w,6vx2w7,1
1019,101,6,24,1,soja,20231024,20240208,107,6,6uf0,6uf0m,6uf0m7,1
1019,381,93,119,1,soja,20231118,20240403,137,6,6vxk,6vxkp,6vxkpz,1
1019,201,62,101,1,soja,20231026,20240213,110,6,6tx2,6tx29,6tx293,1
382,1,1,18,2,soja,20241018,20250217,122,6,6ugh,6ugh6,6ugh6t,0
52,1,97,1708,3,soja,20211101,20220301,120,6,6ucw,6ucwy,6ucwyp,-1
1019,543,11,124,1,soja,20251125,20260321,116,6,6yk0,6yk0y,6yk0ym,0
275,1,200,2,1,soja,20231001,20240206,128,6,6ugs,6ugsh,6ugshf,1
